                                         car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                          
 SP-3543402-8EA81AFA96FC49768B1BB8C91AAB5615;1.9996;SP;Ribeirão Preto;0.2000;IRU;AT;Aguardando análise
 SP-3543402-1327933DC2034212A624DA3F3E745A19;24.2018;SP;Ribeirão Preto;2.4202;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 SP-3543402-198BFD91A95E460E8D1D9626AF40C1AB;39.9339;SP;Ribeirão Preto;3.9457;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 SP-3543402-35E9ECECF775477FA834C8D51B1A3733;21.6481;SP;Ribeirão Preto;2.1648;IRU;AT;Aguardando analise
 SP-3543402-6521707A590B42C7A6342A685F34A440;2.6178;SP;Ribeirão Preto;0.2618;IRU;AT;Aguardando análise
 SP-3543402-9DDB1CA94C3B40D5B5298DE5909BF2DF;89.3032;SP;Ribeirão Preto;8.9115;IRU;AT;Aguardando análise
 SP-3543402-183CA35C94C44C8B8C0F9142A964E4A7;31.4254;SP;Ribeirão Preto;3.1425;IRU;AT;Aguardando análise
 SP-3543402-A4B780178DBC4F54ACAEB9F2C20CC9CC;9.6761;SP;Ribeirão Preto;0.9676;IRU;AT;Aguardando análise
 SP-3543402-CD5D5D84A7654E4AA7ABD63F2E59AA90;41.0568;SP;Ribeirão Preto;4.1057;IRU;AT;Aguardando analise
 SP-3543402-DFCAC4EFB46B430A8BAEFDF30E551030;19.5413;SP;Ribeirão Preto;1.9541;IRU;AT;Aguardando análise
 SP-3543402-B7870DDEABD7449CB7469AFE87AFB0F1;11.3245;SP;Ribeirão Preto;1.0730;IRU;AT;Aguardando análise
 SP-3543402-3B348FE937364B679BC263BE7A674532;5.1053;SP;Ribeirão Preto;0.4982;IRU;AT;Aguardando análise
 SP-3543402-6DEDEFBDB91B407E85A9612A56148272;13.4572;SP;Ribeirão Preto;1.1984;IRU;AT;Aguardando análise
 SP-3543402-1177850156C1432A9E824D4990CF5E15;107.7798;SP;Ribeirão Preto;10.7780;IRU;AT;Aguardando análise
 SP-3543402-0D41750D9A0748E9861861D25DF1B2EE;34.1185;SP;Ribeirão Preto;3.4119;IRU;AT;Aguardando analise
 SP-3543402-98A11B79EFB3463C8856E6353EC505B2;1.4719;SP;Ribeirão Preto;0.1472;IRU;AT;Aguardando análise
 SP-3543402-94B330FC961B4AC2864128F0CED8E27E;107.4180;SP;Ribeirão Preto;10.7418;IRU;AT;Aguardando análise
 SP-3543402-54C3A26CA9EB4EC2BE4EAAFEBC2A553E;22.7480;SP;Ribeirão Preto;2.2748;IRU;AT;Aguardando análise
 SP-3543402-AF49D74124E242F789E04A2D891C1824;3.1030;SP;Ribeirão Preto;0.3103;IRU;AT;Aguardando análise
 SP-3543402-E00889DBBA6E465BB9F3789E7CD1ED8A;3.7528;SP;Ribeirão Preto;0.3753;IRU;AT;Aguardando análise
 SP-3543402-5D76D1D442344980BD0D8FCEC34CC7F8;31.0473;SP;Ribeirão Preto;3.1047;IRU;AT;Aguardando analise
 SP-3543402-EEDB6C52A6D1470CBA6FF74921E95007;323.4047;SP;Ribeirão Preto;31.9781;IRU;AT;Aguardando analise
 SP-3543402-34E3D8CF803D458CB3A9D35C845D16AB;2.4183;SP;Ribeirão Preto;0.2399;IRU;AT;Aguardando análise
 SP-3543402-5B03446ACC234F32A1BCB661719D7496;1121.5229;SP;Ribeirão Preto;111.9968;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-5A976D6F946E4D8ABDC138C847EDC2FC;321.8252;SP;Ribeirão Preto;32.1825;IRU;AT;Aguardando análise
 SP-3543402-EE6F4641A74C4CA19A986316CB326448;4.6104;SP;Ribeirão Preto;0.4610;IRU;AT;Aguardando análise
 SP-3543402-940987F7CAAD4E118CCFAC770ED5A3CE;27.9675;SP;Ribeirão Preto;2.7967;IRU;AT;Aguardando analise
 SP-3543402-09D2F7503F514CBFAC01C264AA0815D6;30.1067;SP;Ribeirão Preto;3.0107;IRU;AT;Aguardando analise
 SP-3543402-A7654014ED744BA48C803FFFBD6A63AE;17.4859;SP;Ribeirão Preto;1.7486;IRU;AT;Aguardando análise
 SP-3543402-7C4FD0CBCF1E4A16B9ECF27193EACE66;16.6231;SP;Ribeirão Preto;1.6295;IRU;AT;Aguardando análise
 SP-3543402-D983E07AA7EA4E5CB715D41F5D190459;112.3623;SP;Ribeirão Preto;10.3055;IRU;AT;Aguardando analise
 SP-3543402-621FDF889B474DD2A543C91D7ACEB524;21.7384;SP;Ribeirão Preto;2.0810;IRU;AT;Aguardando análise
 SP-3543402-B4915CC284E0444085FC77B86586E74A;7.2865;SP;Ribeirão Preto;0.7072;IRU;AT;Aguardando analise
 SP-3543402-EAC8956FACC143C98DBD42E82C2AA52C;172.0544;SP;Ribeirão Preto;17.1984;IRU;AT;Aguardando analise
 SP-3543402-87EA2CCAACC74829816D78CD33DAB2B3;0.9251;SP;Ribeirão Preto;0.0925;IRU;AT;Aguardando analise
 SP-3543402-438DDD6D021541DABA034E8640F430DC;26.7125;SP;Ribeirão Preto;0.0000;IRU;AT;Aguardando análise
 SP-3543402-141458A073BD4FE685C1542CE8CDFEC9;14.0041;SP;Ribeirão Preto;1.4004;IRU;AT;Aguardando análise
 SP-3543402-5B06DB0234554BEC97D8EC92F6833A77;30.9256;SP;Ribeirão Preto;3.0926;IRU;AT;Aguardando analise
 SP-3543402-D214373E03D14DA0986BEA09D7EB096C;3.5504;SP;Ribeirão Preto;0.3550;IRU;AT;Aguardando analise
 SP-3543402-69C5F7F30C3040AB90C8F2E002D93787;97.7370;SP;Ribeirão Preto;9.0591;IRU;AT;Aguardando análise
 SP-3543402-B4270473B47C4B0DAD5A342E657DE4C4;12.8220;SP;Ribeirão Preto;1.2782;IRU;AT;Aguardando análise
 SP-3543402-E73B99C49E2D46ACBDD351109BA7AA98;76.0049;SP;Ribeirão Preto;7.6005;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-5C0CDD7958DA41408B05CB20E5A0A564;0.8044;SP;Ribeirão Preto;0.0804;IRU;AT;Aguardando analise
 SP-3543402-D52D6EE7FAEE423DB42D32AA62027A41;9.7746;SP;Ribeirão Preto;0.9630;IRU;AT;Aguardando análise
 SP-3543402-F7C9D15A25BD4F8292F4ECDBEE551AD6;35.1381;SP;Ribeirão Preto;3.5138;IRU;AT;Aguardando analise
 SP-3543402-C2CAF178206640AE8974AB5D64B1B852;4.1048;SP;Ribeirão Preto;0.4105;IRU;AT;Aguardando análise
 SP-3543402-E5B6EC72AD234E88A5F8C61B69C4B7DC;3.8142;SP;Ribeirão Preto;0.3814;IRU;AT;Aguardando analise
 SP-3543402-52098E09A04C4E55AC3982988B360B8F;96.4133;SP;Ribeirão Preto;9.6413;IRU;AT;Aguardando analise
 SP-3543402-CC60213BC8294685971F8835E1516365;1.3878;SP;Ribeirão Preto;0.1388;IRU;AT;Aguardando analise
 SP-3543402-BCCFC9DE61834B98AD11DC3137BC360F;7.7872;SP;Ribeirão Preto;0.7787;IRU;AT;Aguardando análise
 SP-3543402-45C2EBAB294648D593511D0093310417;5.4822;SP;Ribeirão Preto;0.5482;IRU;AT;Aguardando análise
 SP-3543402-FD2E915B36AE42B3AE49E4D79862BBB0;63.9141;SP;Ribeirão Preto;6.3914;IRU;AT;Aguardando analise
 SP-3543402-0FA209D195324706B04211392413DB21;0.5040;SP;Ribeirão Preto;0.0504;IRU;AT;Aguardando analise
 SP-3543402-902E1BE4103F46699CBE9F613C931577;1.8122;SP;Ribeirão Preto;0.1812;IRU;AT;Aguardando analise
 SP-3543402-F99C840495844707A5FA128639DEE54A;11.8434;SP;Ribeirão Preto;1.1824;IRU;AT;Aguardando analise
 SP-3543402-FAD0F73BA11D402EA4B8E5648114DC23;6.4348;SP;Ribeirão Preto;0.6435;IRU;AT;Aguardando analise
 SP-3543402-467BAB54EB964BA3B1B9E115466B3B57;13.1950;SP;Ribeirão Preto;1.3195;IRU;AT;Aguardando análise
 SP-3543402-91F5572B47DB463FA133D06DFD1CEB6D;13.9919;SP;Ribeirão Preto;1.3992;IRU;AT;Aguardando análise
 SP-3543402-9ED78183D2D84572AD3CBA2BB0648B90;2.7205;SP;Ribeirão Preto;0.2721;IRU;AT;Aguardando análise
 SP-3543402-EBF6C2D2A8D64D25B2F14B077491D811;2.2966;SP;Ribeirão Preto;0.2297;IRU;AT;Aguardando análise
 SP-3543402-703F65D77ABD43A1A51DF43BFF756124;6.8914;SP;Ribeirão Preto;0.6891;IRU;AT;Aguardando análise
 SP-3543402-66557E3134EB420094F2C88B1BA292A2;9.4604;SP;Ribeirão Preto;0.9352;IRU;AT;Aguardando análise
 SP-3543402-1D1A426F59604AE1ABBB58B95F1D8D88;4.2977;SP;Ribeirão Preto;0.4298;IRU;AT;Aguardando análise
 SP-3543402-F783BAC11BD043918F06CF3AA79DB950;13.2418;SP;Ribeirão Preto;1.3242;IRU;AT;Aguardando analise
 SP-3543402-147518AD8CEB4BD88B2F229AFC8F34CF;86.7091;SP;Ribeirão Preto;8.6709;IRU;AT;Aguardando analise
 SP-3543402-DAC84033249E435B8718AF3C4A1B3838;19.8711;SP;Ribeirão Preto;1.9820;IRU;AT;Aguardando análise
 SP-3543402-D7C3529EC56A4FDFA1037B9B1C2DD307;14.6637;SP;Ribeirão Preto;1.4664;IRU;AT;Aguardando analise
 SP-3543402-1B137E2B727F4C398CB68D0C956C8CCC;2.6807;SP;Ribeirão Preto;0.2681;IRU;AT;Aguardando analise
 SP-3543402-24BF44B3E9C4445499E82A18E72901AD;3.6167;SP;Ribeirão Preto;0.3617;IRU;AT;Aguardando analise
 SP-3543402-740566B8AA6C4CF386F2677F62D0874D;49.0071;SP;Ribeirão Preto;4.9007;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-EB76D095BEC54F35BE4A6526CD47D921;8.3425;SP;Ribeirão Preto;0.8342;IRU;AT;Aguardando analise
 SP-3543402-108E10E816194E0E97759A4D4B12AE05;129.7201;SP;Ribeirão Preto;12.9720;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-9A91137B63624E48A51727F84F46CB07;3.4780;SP;Ribeirão Preto;0.3478;IRU;AT;Aguardando analise
 SP-3543402-CF19FC3DC37C4C54AB0E67A13EAA547E;2.4822;SP;Ribeirão Preto;0.2482;IRU;AT;Aguardando analise
 SP-3543402-E402283194FC484CBADB23E5EF44D874;12.5194;SP;Ribeirão Preto;1.2519;IRU;AT;Aguardando analise
 SP-3543402-F9D4D9C029A64A5E8D70CCBAD21798EA;6.9943;SP;Ribeirão Preto;0.6994;IRU;AT;Aguardando analise
 SP-3543402-DB5AF5EDD3F44EF0921CC76E8EBCD995;7.8001;SP;Ribeirão Preto;0.7800;IRU;AT;Aguardando analise
 SP-3543402-AAF5CC89B05C4845947470D77A4FC5E8;2.4634;SP;Ribeirão Preto;0.2298;IRU;AT;Aguardando analise
 SP-3543402-4ABC0D06164A4EF59D056F687E1C59A3;48.1619;SP;Ribeirão Preto;4.8162;IRU;AT;Aguardando analise
 SP-3543402-D2AA69E5DFE441F984035A3A14BBD865;2.4416;SP;Ribeirão Preto;0.2442;IRU;AT;Aguardando analise
 SP-3543402-E28C5D23D21C44E09096ECDE24B14407;69.8508;SP;Ribeirão Preto;6.9851;IRU;AT;Aguardando analise
 SP-3543402-941F3FAF482D489D8E2BF682A2352930;72.3237;SP;Ribeirão Preto;7.2324;IRU;AT;Aguardando analise
 SP-3543402-DFFF9A986DF547FF8F8F52F441581DFC;1343.9124;SP;Ribeirão Preto;132.5639;IRU;AT;Aguardando analise
 SP-3543402-F6C234C37F884B4FA26D4D594319AEC4;5.1797;SP;Ribeirão Preto;0.5180;IRU;AT;Aguardando analise
 SP-3543402-FC9F465B33F24A338995C1BE126C8F8B;12.8842;SP;Ribeirão Preto;1.2884;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-55AF7055703E45E3A833260E4229A0BA;15.0244;SP;Ribeirão Preto;1.5024;IRU;AT;Aguardando analise
 SP-3543402-87E29905E27D4ABD9CE72C16A3A6FFFB;9.0122;SP;Ribeirão Preto;0.9012;IRU;AT;Aguardando analise
 SP-3543402-DF99ED1658214FDEB9DC50A808B23296;223.2702;SP;Ribeirão Preto;22.1313;IRU;AT;Aguardando analise
 SP-3543402-8DC9245D2FE04AAB9CF915A48E20FF09;23.0618;SP;Ribeirão Preto;2.3062;IRU;AT;Aguardando analise
 SP-3543402-C8AFCE83E0D041A2A02F61A67DCACC8D;9.2658;SP;Ribeirão Preto;0.9266;IRU;AT;Aguardando analise
 SP-3543402-B4C8A880E3C6469893F3BAFE911770C4;24.7359;SP;Ribeirão Preto;2.4736;IRU;AT;Aguardando analise
 SP-3543402-3BC82648905A45C18D6BAEF70E5471F5;11.6727;SP;Ribeirão Preto;1.1673;IRU;AT;Aguardando analise
 SP-3543402-5BC27D7A97D14606AA63EDCF65CC7171;47.8651;SP;Ribeirão Preto;4.7420;IRU;AT;Aguardando analise
 SP-3543402-C878B14DB515400B8362DCA0F15A32C8;1.6394;SP;Ribeirão Preto;0.1639;IRU;AT;Aguardando analise
 SP-3543402-0399E684BF6446218A3CD02215C6260A;89.8783;SP;Ribeirão Preto;8.9710;IRU;AT;Aguardando analise
 SP-3543402-9807B3CB67604526B73458344AF5C9F4;31.9017;SP;Ribeirão Preto;3.1902;IRU;AT;Aguardando analise
 SP-3543402-3BFBEF410C1043FF8621EEAEF88FEEEF;65.1312;SP;Ribeirão Preto;6.5131;IRU;AT;Aguardando analise
 SP-3543402-5470E86E2D59435B874A63A2D9131242;4.2693;SP;Ribeirão Preto;0.4269;IRU;AT;Aguardando analise
 SP-3543402-49F204BAAE7A47CDB7C1B93AF8E0E495;13.5648;SP;Ribeirão Preto;1.3565;IRU;AT;Aguardando analise
 SP-3543402-11541730E3D64588B818B9D7AA0B3B3A;71.7093;SP;Ribeirão Preto;7.1709;IRU;AT;Aguardando analise
 SP-3543402-1242A9D97604415FAD985262D3B6D931;12.1008;SP;Ribeirão Preto;1.2101;IRU;AT;Aguardando analise
 SP-3543402-514F74EBF0044432B9E7BC3A8002F1C8;34.2858;SP;Ribeirão Preto;3.4286;IRU;AT;Aguardando analise
 SP-3543402-BAF41DBC1D704F0AB2FFDD48F8B07265;29.1178;SP;Ribeirão Preto;2.9118;IRU;AT;Aguardando analise
 SP-3543402-7D8B652CF96D459BB4F8F83FDC6B14D2;69.4874;SP;Ribeirão Preto;6.9447;IRU;AT;Aguardando analise
 SP-3543402-BF8AF76777F146BAA14898750A4CDFCC;22.2782;SP;Ribeirão Preto;2.2278;IRU;AT;Aguardando analise
 SP-3543402-0B5CA7592846414EB04F108FD70F58D9;302.8587;SP;Ribeirão Preto;30.2859;IRU;AT;Aguardando analise
 SP-3543402-1B3FC856F19942A6BA5C6499BFF70030;45.0683;SP;Ribeirão Preto;4.5068;IRU;AT;Aguardando analise
 SP-3543402-58C2F3DAB2FB44E3BAC908A03D37BD7D;26.3997;SP;Ribeirão Preto;2.6400;IRU;AT;Aguardando analise
 SP-3543402-0481C1B561344824949C40C7BF0AF6F8;35.0906;SP;Ribeirão Preto;3.5091;IRU;AT;Aguardando analise
 SP-3543402-CD33AF7A6C074FD4B51FF83B4D18F4C9;6.9278;SP;Ribeirão Preto;0.4200;IRU;AT;Aguardando analise
 SP-3543402-6CE9730E975849B6A43B9A96445A108A;10.4137;SP;Ribeirão Preto;1.0413;IRU;AT;Aguardando analise
 SP-3543402-F60DB44DB2D0410DB14995D4BB9B2BBF;120.8011;SP;Ribeirão Preto;11.7211;IRU;AT;Aguardando analise
 SP-3543402-4298C48FE951486EAA8DAAC11DA60292;135.0314;SP;Ribeirão Preto;13.5031;IRU;AT;Aguardando analise
 SP-3543402-09F94D5B86CB472999FBC4F03747FEA9;1.8818;SP;Ribeirão Preto;0.1882;IRU;AT;Aguardando analise
 SP-3543402-000FECC809B045A792263E9B5B09DFDA;13.1800;SP;Ribeirão Preto;1.3180;IRU;AT;Aguardando analise
 SP-3543402-0D8A02AE37BE4F318E70CAC28F5CF324;31.4594;SP;Ribeirão Preto;3.1459;IRU;AT;Aguardando analise
 SP-3543402-D18FEB0749E64F24BFEBA4470C261E12;6.1038;SP;Ribeirão Preto;0.6094;IRU;AT;Aguardando analise
 SP-3543402-DB845F5848B243EE83BC6988D3831FCE;464.9197;SP;Ribeirão Preto;46.4920;IRU;AT;Aguardando analise
 SP-3543402-E72704F3405744A6B1B8BE9AF4BC6EF3;40.4445;SP;Ribeirão Preto;4.0444;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-5456A65F49604EB989577F2464ACBA60;0.8003;SP;Ribeirão Preto;0.0800;IRU;AT;Aguardando analise
 SP-3543402-B067E044EC5D4B0ABBB507FBD52DB546;2.8499;SP;Ribeirão Preto;0.2850;IRU;AT;Aguardando analise
 SP-3543402-274D38E4D5774C79ABAA3E051930EB0C;212.4963;SP;Ribeirão Preto;19.6684;IRU;AT;Aguardando analise
 SP-3543402-C450F4497DA0445A89D2115FC95061F4;217.7870;SP;Ribeirão Preto;21.7787;IRU;AT;Aguardando analise
 SP-3543402-7B6162EA4C2040B499D84120B8E65405;246.7157;SP;Ribeirão Preto;24.6716;IRU;AT;Aguardando analise
 SP-3543402-E6A78D0D3B124C9782F7E5AE4BFCDE5E;7.0710;SP;Ribeirão Preto;0.6640;IRU;AT;Aguardando analise
 SP-3543402-B372B19C64FC4A76AAC0781CBF3FAA6A;2.3843;SP;Ribeirão Preto;0.2384;IRU;AT;Aguardando analise
 SP-3543402-981060AA5CFB43ED88E7DEF05CBED48E;42.3137;SP;Ribeirão Preto;4.0314;IRU;AT;Aguardando analise
 SP-3543402-41AB5734A3174DFBA1C6AA2D8027285D;30.3312;SP;Ribeirão Preto;3.0331;IRU;AT;Aguardando analise
 SP-3543402-5BCB837A07DF4C5FBDD06BBB809C71EA;1.6533;SP;Ribeirão Preto;0.1653;IRU;AT;Aguardando analise
 SP-3543402-061F06C0349F4808931840571ED09B80;0.1004;SP;Ribeirão Preto;0.0100;IRU;AT;Aguardando analise
 SP-3543402-31C7731782BE4DCE84F688590E073D5F;392.8344;SP;Ribeirão Preto;39.2834;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-ADA5FB9EF53C4A4480202F0C0796CFDB;4.8807;SP;Ribeirão Preto;0.4881;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-8AD28C7181644939AAF5918FE0E99E63;58.6287;SP;Ribeirão Preto;5.8629;IRU;AT;Aguardando analise
 SP-3543402-C9C43C8AB2824B3E999E6C06E40DE2F1;18.4427;SP;Ribeirão Preto;1.8443;IRU;AT;Aguardando analise
 SP-3543402-8A603C848A224E8688C19BBFBBCCEE71;42.5633;SP;Ribeirão Preto;4.2563;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-1B7D873CB110409BB0143633F70B8754;357.6168;SP;Ribeirão Preto;35.7617;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-8C0C3313EED44B149B118ED051426A3F;85.1709;SP;Ribeirão Preto;8.5171;IRU;AT;Aguardando analise
 SP-3543402-EEE78A9F39E647148B13314FD9F9DCCA;29.6432;SP;Ribeirão Preto;2.9643;IRU;AT;Aguardando analise
 SP-3543402-52164C8545954F5688390606438A6563;14.7325;SP;Ribeirão Preto;1.4733;IRU;AT;Aguardando analise
 SP-3543402-D189EBF4CFC44AA5B4007E3CE1E12E60;67.9773;SP;Ribeirão Preto;6.7977;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-7D4AA0C8CD9E498C86256EEF312A5A86;27.0304;SP;Ribeirão Preto;2.7030;IRU;AT;Aguardando analise
 SP-3543402-A1966AC6D6334FD0B4C3FB77775C354F;17.5109;SP;Ribeirão Preto;1.7511;IRU;AT;Aguardando analise
 SP-3543402-8CDD073278F847AA8C1F3FA093E869F2;24.2289;SP;Ribeirão Preto;2.4105;IRU;AT;Aguardando analise
 SP-3543402-C3C3B7266A7C4B5D8D2B52125FC6A1CD;69.6993;SP;Ribeirão Preto;6.9699;IRU;AT;Aguardando analise
 SP-3543402-6808D2ABE4C34A76A5DB6C3DE4285878;59.9286;SP;Ribeirão Preto;5.9929;IRU;AT;Aguardando analise
 SP-3543402-EB25794019D341A58320EC043F971496;12.1231;SP;Ribeirão Preto;1.1845;IRU;AT;Aguardando análise
 SP-3543402-A91EFCE4DB8240C4952F7AD02F6CD1D0;32.6293;SP;Ribeirão Preto;3.2629;IRU;AT;Aguardando analise
 SP-3543402-AC606D267C14414FA727EA5B2BF62CC1;6.5076;SP;Ribeirão Preto;0.6508;IRU;AT;Aguardando analise
 SP-3543402-B7C845ECC24A4401B349904E1E6653BD;5.0227;SP;Ribeirão Preto;0.5023;IRU;AT;Aguardando analise
 SP-3543402-EEB3393191A04711BB4C7EE96E6047ED;52.3246;SP;Ribeirão Preto;5.2325;IRU;AT;Aguardando analise
 SP-3543402-6FA4B3C614534E36B999E3727352F387;17.2926;SP;Ribeirão Preto;1.7293;IRU;AT;Aguardando análise
 SP-3543402-242863800C22467E9F4D3B114B1D15C0;2.7445;SP;Ribeirão Preto;0.2745;IRU;AT;Aguardando análise
 SP-3543402-D9EC3C44A41F47B68E2C19A5CA66A056;18.8735;SP;Ribeirão Preto;1.8873;IRU;AT;Aguardando análise
 SP-3543402-88A285B8B6084A84B86B577B997945CF;5.1633;SP;Ribeirão Preto;0.5163;IRU;AT;Aguardando analise
 SP-3543402-9C57471774144A6FB80A83FB1ED42975;8.2718;SP;Ribeirão Preto;0.8038;IRU;AT;Aguardando analise
 SP-3543402-A4B738B3CEB2483CAD71F66D0EBBCB83;12.1911;SP;Ribeirão Preto;1.2191;IRU;AT;Aguardando analise
 SP-3543402-4284A7C1325E4FBCB9A69C3EE8623E84;1.9995;SP;Ribeirão Preto;0.2000;IRU;AT;Aguardando analise
 SP-3543402-2633443F74604DF7B00ED49BCA18223D;9.7028;SP;Ribeirão Preto;0.9703;IRU;AT;Aguardando análise
 SP-3543402-29058803D93A402595EF9617822C8DFF;33.9335;SP;Ribeirão Preto;3.3933;IRU;AT;Aguardando analise
 SP-3543402-758C3FA467EB4516B057DDF69A824FAA;35.2086;SP;Ribeirão Preto;3.5209;IRU;AT;Aguardando analise
 SP-3543402-AD0B8307D06C4A24865EA71D2586B56A;3.2173;SP;Ribeirão Preto;0.3217;IRU;AT;Aguardando analise
 SP-3543402-85D55D313518451F859040A554CDD76B;6.1463;SP;Ribeirão Preto;0.6107;IRU;AT;Aguardando analise
 SP-3543402-F926A96EB9614E24AF3788FD85D5C751;21.1641;SP;Ribeirão Preto;2.1164;IRU;AT;Aguardando analise
 SP-3543402-F77505A1591B4DA78D4D42144F6F2D75;4.0690;SP;Ribeirão Preto;0.4069;IRU;AT;Aguardando análise
 SP-3543402-40A290E429C64FF884384C1B769F77D6;5.2948;SP;Ribeirão Preto;0.5295;IRU;AT;Aguardando análise
 SP-3543402-715C6873FBFC407781072A433E489AC1;35.9038;SP;Ribeirão Preto;3.5904;IRU;AT;Aguardando analise
 SP-3543402-B1C45CB213A54F7083FD813ABED931EF;72.1255;SP;Ribeirão Preto;7.0190;IRU;AT;Aguardando analise
 SP-3543402-A7C97EE6E46F4C0099BDD768347F0B2D;11.4484;SP;Ribeirão Preto;1.1448;IRU;AT;Aguardando analise
 SP-3543402-AAA3051E03EE4093A93D2430ADE72EB2;2.4189;SP;Ribeirão Preto;0.2419;IRU;AT;Aguardando análise
 SP-3543402-101EBEE114C145498433B9E2A4C7571B;4.8364;SP;Ribeirão Preto;0.4836;IRU;AT;Aguardando análise
 SP-3543402-E323774B3E8F4DB685BF7B3B31BE0E04;11.6916;SP;Ribeirão Preto;1.1692;IRU;AT;Aguardando análise
 SP-3543402-7F4351BC08BD447489A258CED5A2DC59;55.8435;SP;Ribeirão Preto;5.5557;IRU;AT;Aguardando analise
 SP-3543402-0F0D777DCA594DC88D7622B173CCDB62;108.8045;SP;Ribeirão Preto;10.8804;IRU;AT;Aguardando analise
 SP-3543402-3AE429DBA1AF4810AFD37B3494105CF0;70.4745;SP;Ribeirão Preto;7.0404;IRU;AT;Aguardando analise
 SP-3543402-9F38FF196A854BE4A5550F64BBF907CE;16.8858;SP;Ribeirão Preto;1.6886;IRU;AT;Aguardando análise
 SP-3543402-021B4B59B4914A54BE99655B714FF441;15.7297;SP;Ribeirão Preto;1.5730;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-51AF2D2D633C4C0086A81DAE7A213510;1.8986;SP;Ribeirão Preto;0.1899;IRU;AT;Aguardando analise
 SP-3543402-3D3B1B0FB0944182BF93CC2021C0EF32;206.1860;SP;Ribeirão Preto;19.5661;IRU;AT;Aguardando analise
 SP-3543402-62D4C256EA3C45C4941DEA19D098EA5C;50.2825;SP;Ribeirão Preto;4.9635;IRU;AT;Aguardando analise
 SP-3543402-7002577F92F448BCBB3F0787715597A8;90.8999;SP;Ribeirão Preto;9.0900;IRU;AT;Aguardando analise
