                                         car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                          
 SP-3543402-BA0BA3C426E94D3DAAE0940BA02A0B15;56.8663;SP;Ribeirão Preto;5.6866;IRU;AT;Aguardando analise
 SP-3543402-44F0327C049843A3BC5E617E30404128;2.0875;SP;Ribeirão Preto;0.2087;IRU;AT;Aguardando analise
 SP-3543402-0B967C4E97BA4781B483286CA0654D9E;8.5325;SP;Ribeirão Preto;0.8533;IRU;AT;Aguardando analise
 SP-3543402-2282CB4422CA4F658D95ED974381E3FB;10.9252;SP;Ribeirão Preto;1.0925;IRU;AT;Aguardando analise
 SP-3543402-BC60574EBB10449FB3A5A96DB1E51F23;222.8352;SP;Ribeirão Preto;22.2835;IRU;AT;Aguardando analise
 SP-3543402-A386BBE12FEB4A60A5462EE0B6267BC8;59.1355;SP;Ribeirão Preto;5.9135;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-97FC3ACE4A5B49F1B90DA95C31C47835;9.6845;SP;Ribeirão Preto;0.9684;IRU;AT;Aguardando analise
 SP-3543402-835E5D544FE847ABBBE54598BA8F2FF5;5.1268;SP;Ribeirão Preto;0.5127;IRU;AT;Aguardando analise
 SP-3543402-A21BEEB517F54FACACB0F87C5EE0AC71;38.6981;SP;Ribeirão Preto;3.8698;IRU;AT;Aguardando analise
 SP-3543402-628315920B04430BBEC7B0083334EDD5;0.1014;SP;Ribeirão Preto;0.0101;IRU;AT;Aguardando analise
 SP-3543402-910F5965AFEF4A93AD9ECE6962CC1EB5;3.0002;SP;Ribeirão Preto;0.3000;IRU;AT;Aguardando analise
 SP-3543402-EB4C72F5331641F380C3166F1616931C;109.3854;SP;Ribeirão Preto;10.9356;IRU;AT;Aguardando analise
 SP-3543402-EC948A9587444032A60BE29F53420A7B;4.9101;SP;Ribeirão Preto;0.4910;IRU;AT;Aguardando analise
 SP-3543402-FB274BE211264BFBA2E944280F59431A;176.9123;SP;Ribeirão Preto;17.6912;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 SP-3543402-DE230D999C214A90B32412FA444A2B15;116.9874;SP;Ribeirão Preto;11.6555;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-E5D4F48B58CC4C1A9817A1B41795EF2F;2.0000;SP;Ribeirão Preto;0.2000;IRU;AT;Aguardando analise
 SP-3543402-2206177684484BEC87957DB843271AFC;1.1212;SP;Ribeirão Preto;0.1121;IRU;AT;Aguardando analise
 SP-3543402-EC4FA77F0E6F46738AE34E4D9896FD8B;22.0787;SP;Ribeirão Preto;2.2079;IRU;AT;Aguardando analise
 SP-3543402-A7BBEFA9B77341F486FA5599DB8EC236;0.8032;SP;Ribeirão Preto;0.0803;IRU;AT;Aguardando analise
 SP-3543402-93BCF92FD38C4DBD86B0BE5164043497;1.0613;SP;Ribeirão Preto;0.1061;IRU;AT;Aguardando analise
 SP-3543402-5CC6C8B50C4543FE9F1552C588525DCC;0.2808;SP;Ribeirão Preto;0.0281;IRU;AT;Aguardando analise
 SP-3543402-BA780CE857D54A5096E9A01E99594A51;0.8122;SP;Ribeirão Preto;0.0812;IRU;AT;Aguardando analise
 SP-3543402-E7950897C6B742F8B60D3AAE156AEC3F;1.7444;SP;Ribeirão Preto;0.1744;IRU;AT;Aguardando analise
 SP-3543402-A388190C2CCE4E67A2FC18A51697D33F;22.7900;SP;Ribeirão Preto;2.2790;IRU;AT;Aguardando analise
 SP-3543402-5555A88B39DA4608BDFA8A3333D9C376;27.5350;SP;Ribeirão Preto;2.7535;IRU;AT;Aguardando analise
 SP-3543402-D7832E926BE84949A74A162520F7CA17;34.1895;SP;Ribeirão Preto;3.4190;IRU;AT;Aguardando analise
 SP-3543402-D0B4A1200D994EA2992E06884833552F;63.9137;SP;Ribeirão Preto;6.3914;IRU;AT;Aguardando analise
 SP-3543402-5371416A7EC74C6793F3BDE21AACDC5B;56.2466;SP;Ribeirão Preto;5.5138;IRU;AT;Aguardando analise
 SP-3543402-83BEA0AFFD174C46BE63A9AB63E2C5DC;1.7310;SP;Ribeirão Preto;0.1731;IRU;AT;Aguardando analise
 SP-3543402-5902836FA5424919BA1AA3FA5B309108;9.6210;SP;Ribeirão Preto;0.9621;IRU;AT;Aguardando analise
 SP-3543402-AA33D473E37942F78396ADD17ACAA89D;8.2786;SP;Ribeirão Preto;0.8279;IRU;AT;Aguardando analise
 SP-3543402-5D5DFBF8C3F84B478333965F61631730;90.9133;SP;Ribeirão Preto;9.0913;IRU;AT;Aguardando analise
 SP-3543402-99099D5BE3E44B28BDB0E7C9B148D6A1;109.3871;SP;Ribeirão Preto;10.9387;IRU;AT;Aguardando analise
 SP-3543402-1C5E6C833B7D4BC68DCAC0DF1D0997A8;85.7169;SP;Ribeirão Preto;8.5717;IRU;AT;Aguardando analise
 SP-3543402-4B9B41D5E4C44F83BCC3BF1C40A0AD09;27.1347;SP;Ribeirão Preto;2.7135;IRU;AT;Aguardando analise
 SP-3543402-EF7D28E42A9C4B4C8A7726285EBEA62C;35.9737;SP;Ribeirão Preto;3.5974;IRU;AT;Aguardando analise
 SP-3543402-E813523C0F2B4EFCBF66DF2C9EE5F37F;50.2315;SP;Ribeirão Preto;5.0231;IRU;AT;Aguardando analise
 SP-3543402-71B37459180743848A4195EE5BC8C063;5.1041;SP;Ribeirão Preto;0.5104;IRU;AT;Aguardando analise
 SP-3543402-B408625E5AC04299A08A985A9D6386C9;2.4329;SP;Ribeirão Preto;0.2433;IRU;AT;Aguardando analise
 SP-3543402-A58D834EC3C6453F816634735A4AF314;75.0209;SP;Ribeirão Preto;7.5021;IRU;AT;Aguardando analise
 SP-3543402-BDAD97DEB0F143D6BF79B13F9A7E0050;4.1461;SP;Ribeirão Preto;0.4146;IRU;AT;Aguardando analise
 SP-3543402-B22C2C07B5764F799C34F2E865F0006E;107.0532;SP;Ribeirão Preto;10.7053;IRU;AT;Aguardando analise
 SP-3543402-8DBA0D6DEF1B41BA9486F1542C4CF00F;183.0678;SP;Ribeirão Preto;18.3068;IRU;AT;Aguardando analise
 SP-3543402-8E072CD60CEA4C309308F3A8DC756E24;15.8336;SP;Ribeirão Preto;1.5834;IRU;AT;Aguardando analise
 SP-3543402-74B7193C955544C9AC30ECDF273BF086;114.5567;SP;Ribeirão Preto;11.4557;IRU;AT;Aguardando analise
 SP-3543402-78CCC4796B0C44EA80F19B93190FC9A4;1.9978;SP;Ribeirão Preto;0.1998;IRU;AT;Aguardando analise
 SP-3543402-204B458C05D343A0A7CFDFA8A5AE1382;3.8845;SP;Ribeirão Preto;0.3885;IRU;AT;Aguardando analise
 SP-3543402-AE54ABC97A1D441AB3660FCFAABD3A09;0.0130;SP;Ribeirão Preto;0.0013;IRU;AT;Aguardando analise
 SP-3543402-4CB5A4CE2D204BC494B1178F63C5F278;1.3656;SP;Ribeirão Preto;0.1366;IRU;AT;Aguardando analise
 SP-3543402-6693FF3CA3B643078DFB266077D6D9B3;24.1661;SP;Ribeirão Preto;2.4166;IRU;AT;Aguardando analise
 SP-3543402-C17B172DBF944350805E426F938EDA64;2.7770;SP;Ribeirão Preto;0.2777;IRU;AT;Aguardando analise
 SP-3543402-D69ACBEC7E4C4B38941F5036A6684827;166.2883;SP;Ribeirão Preto;16.6288;IRU;AT;Aguardando analise
 SP-3543402-D08EBA1ED54C4568B8205CE11BB623FB;28.6945;SP;Ribeirão Preto;2.8694;IRU;AT;Aguardando analise
 SP-3543402-FA9CD3F630084E3F80AAC6E2E915C3E8;103.6793;SP;Ribeirão Preto;10.1740;IRU;AT;Aguardando analise
 SP-3543402-9C1A159D0E4D4748A285D6B025A2ECF6;110.6297;SP;Ribeirão Preto;11.0630;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-5487943F1AB44FFF8C2652DC86648582;48.7706;SP;Ribeirão Preto;4.8771;IRU;AT;Aguardando analise
 SP-3543402-9AEC1065020E47739F9276D3BA4428DC;80.8302;SP;Ribeirão Preto;8.0830;IRU;AT;Aguardando analise
 SP-3543402-FBCB47045A054802B5AA03F65BC115C7;16.5978;SP;Ribeirão Preto;1.6598;IRU;AT;Aguardando analise
 SP-3543402-31C7323A619047D599FF31CBD365C9DD;43.3061;SP;Ribeirão Preto;4.2700;IRU;AT;Aguardando analise
 SP-3543402-C5D4FFFF206144A48E6926E24BEEF1E4;45.4022;SP;Ribeirão Preto;4.5016;IRU;AT;Aguardando analise
 SP-3543402-B60FFBBB67C345F5A5CCDFFFE3A6382E;2.1012;SP;Ribeirão Preto;0.2101;IRU;AT;Aguardando analise
 SP-3543402-76297A60C2EB49009D2FC2A7E5B38AEB;45.6579;SP;Ribeirão Preto;4.5658;IRU;AT;Aguardando analise
 SP-3543402-C6DE3603412149889EC9E16CC9305D62;102.2344;SP;Ribeirão Preto;10.2234;IRU;AT;Aguardando analise
 SP-3543402-AEB83F6982C94065B8B19D3587F45E23;2.5586;SP;Ribeirão Preto;0.2559;IRU;AT;Aguardando analise
 SP-3543402-8052DEC22E6E4DBF8188AFE7BFB9EB87;5.6758;SP;Ribeirão Preto;0.5676;IRU;AT;Aguardando analise
 SP-3543402-A9D2A64FC90E487C8D62B59D66FC9319;2.0171;SP;Ribeirão Preto;0.2017;IRU;AT;Aguardando analise
 SP-3543402-27450561890544CFB977051826C267C8;19.1013;SP;Ribeirão Preto;1.8660;IRU;AT;Aguardando analise
 SP-3543402-B1B7A78B39C14C35AA29CD2369C5E264;2.6001;SP;Ribeirão Preto;0.2600;IRU;AT;Aguardando analise
 SP-3543402-0E20854D7C5F41E4B67F84D797FA06FF;119.2489;SP;Ribeirão Preto;11.9249;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-24927CE2565C4F81A92254877EF44F27;366.3474;SP;Ribeirão Preto;35.2815;IRU;AT;Aguardando analise
 SP-3543402-7C2840FC76E54513A0392F38AB30FCE9;3.5973;SP;Ribeirão Preto;0.3597;IRU;AT;Aguardando analise
 SP-3543402-11A27D3D671349209E8B70FB8426EBC4;2.4273;SP;Ribeirão Preto;0.2427;IRU;AT;Aguardando analise
 SP-3543402-2AC24D0F421644AEBC7292F7DD844483;84.3992;SP;Ribeirão Preto;7.6385;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-0C377A2BD7CE421588941E99FF134BE7;31.4610;SP;Ribeirão Preto;3.1461;IRU;AT;Aguardando analise
 SP-3543402-646B6EFEE1B5405CAF1A083E84EAC9B9;3.1311;SP;Ribeirão Preto;0.3131;IRU;AT;Aguardando analise
 SP-3543402-A1E257C4CFA047C69CD7F11027F63EAD;2.0221;SP;Ribeirão Preto;0.2022;IRU;AT;Aguardando analise
 SP-3543402-ACF4CCC9582A418CAA8C1A06D4B176CD;2.2385;SP;Ribeirão Preto;0.2239;IRU;AT;Aguardando analise
 SP-3543402-602B7A8A95D44AD6ACC7DBF40F077723;72.5263;SP;Ribeirão Preto;7.2526;IRU;AT;Aguardando analise
 SP-3543402-C7729B6272254D379EEC6C6E82918155;43.9897;SP;Ribeirão Preto;4.3990;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-72CEDEC7BAA0462AB36052F6C6520D0F;3.0059;SP;Ribeirão Preto;0.3006;IRU;AT;Aguardando analise
 SP-3543402-9DFFC886625B4A16957F87630523C2BA;203.0466;SP;Ribeirão Preto;20.3047;IRU;AT;Aguardando analise
 SP-3543402-0817A9D947EF4C4A911349674E2C4283;48.2116;SP;Ribeirão Preto;4.8212;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-675403E1CB2E481C8C8E4A84D2282BFF;333.9968;SP;Ribeirão Preto;33.3997;IRU;AT;Aguardando analise
 SP-3543402-E0CADF5A394E445C844B9BDF32593CD1;97.5514;SP;Ribeirão Preto;9.7551;IRU;AT;Aguardando analise
 SP-3543402-C9CD8DF2CA084F5E96CAE317C87741DB;10.9687;SP;Ribeirão Preto;1.0969;IRU;AT;Aguardando analise
 SP-3543402-5F2A6D7782D440A39271F61C430B4FFB;30.0351;SP;Ribeirão Preto;3.0035;IRU;AT;Aguardando analise
 SP-3543402-67D5BD0520684FD7981A642FF755A7C6;28.4765;SP;Ribeirão Preto;2.8477;IRU;AT;Aguardando analise
 SP-3543402-12CDC54472DF4490866CE8FEBF87A7C8;8.8847;SP;Ribeirão Preto;0.8859;IRU;AT;Aguardando analise
 SP-3543402-AC64129282954343AA4FA7F51E89DC17;203.2775;SP;Ribeirão Preto;20.3217;IRU;AT;Aguardando analise
 SP-3543402-DE166B663195426DA1F08E8308019D7E;14.3879;SP;Ribeirão Preto;1.4388;IRU;AT;Aguardando analise
 SP-3543402-68595A3703E04B25A1DDE2ED5F038A39;65.6968;SP;Ribeirão Preto;6.5633;IRU;AT;Aguardando analise
 SP-3543402-47380FA2DE8A48698B0F75E6DE3A4102;619.8273;SP;Ribeirão Preto;58.2275;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-61ED89CF7270441AADA6829973A87DFD;31.0341;SP;Ribeirão Preto;3.1034;IRU;AT;Aguardando analise
 SP-3543402-13326F2F11134F3DB6C8E0DC8908B1B2;3.0336;SP;Ribeirão Preto;0.3034;IRU;AT;Aguardando analise
 SP-3543402-DA9A2882D56E44D999F78514B74E8CDA;0.9582;SP;Ribeirão Preto;0.0958;IRU;AT;Aguardando analise
 SP-3543402-16AADDCE1A81482BB6CD169A3E3F93BD;0.1131;SP;Ribeirão Preto;0.0113;IRU;AT;Aguardando analise
 SP-3543402-7AE20791073C47F2B60DFFED7A3E96BF;4.1957;SP;Ribeirão Preto;0.4196;IRU;AT;Aguardando analise
 SP-3543402-BA8426D602964B4981D04997165D7401;10.5150;SP;Ribeirão Preto;1.0515;IRU;AT;Aguardando analise
 SP-3543402-7CE3DDC01F4B4D06A6100649E8575A6C;11.5535;SP;Ribeirão Preto;1.1553;IRU;AT;Aguardando analise
 SP-3543402-175DF0FB5E2A497F9D2154E2C90050BF;7.4948;SP;Ribeirão Preto;0.7495;IRU;AT;Aguardando analise
 SP-3543402-CD367E7746324413A25561D0F3989003;93.1567;SP;Ribeirão Preto;9.3109;IRU;AT;Aguardando analise
 SP-3543402-FFF998B947484CBB9627C7D438FB0E46;5.4676;SP;Ribeirão Preto;0.5468;IRU;AT;Aguardando analise
 SP-3543402-98D560A7FF434F63878810DF0599EE91;9.0388;SP;Ribeirão Preto;0.9039;IRU;AT;Aguardando analise
 SP-3543402-DDAFDC1526E2456AB62B51AEE3863D4C;140.8759;SP;Ribeirão Preto;14.0876;IRU;AT;Aguardando analise
 SP-3543402-43AE65AB3D7C40C696607D79FCD288C6;4.1895;SP;Ribeirão Preto;0.4189;IRU;AT;Aguardando analise
 SP-3543402-5FA104ED825548B5AA02636BD36551FB;15.2022;SP;Ribeirão Preto;1.5202;IRU;AT;Aguardando analise
 SP-3543402-91512374FFEA4A3EA7AFC18C5740B3C8;35.4700;SP;Ribeirão Preto;3.5470;IRU;AT;Aguardando analise
 SP-3543402-CBFED62446924B359058100B98879925;128.5690;SP;Ribeirão Preto;12.7447;IRU;AT;Aguardando analise
 SP-3543402-E9E3824637FE4839813D8E76D490359A;164.4529;SP;Ribeirão Preto;16.4453;IRU;AT;Aguardando analise
 SP-3543402-BF6CD96A32A64B199C85F80B626B2D12;86.5910;SP;Ribeirão Preto;8.6529;IRU;AT;Aguardando analise
 SP-3543402-0F589C74CAC347D996C00BEDD4E053EE;51.4603;SP;Ribeirão Preto;5.1460;IRU;AT;Aguardando analise
 SP-3543402-1911CD84E77544BBA06DCE40A8139874;0.4685;SP;Ribeirão Preto;0.0469;IRU;AT;Aguardando analise
 SP-3543402-EF7BB67AD2CE4A41BE1CBBD79C272708;380.2749;SP;Ribeirão Preto;36.5260;IRU;AT;Aguardando analise
 SP-3543402-5B12354DBE554310AEFCDED7668346B9;111.3556;SP;Ribeirão Preto;11.1356;IRU;AT;Aguardando analise
 SP-3543402-E75E3E083F7D4D3DBD1BE76FCE8441D3;0.1456;SP;Ribeirão Preto;0.0146;IRU;AT;Aguardando analise
 SP-3543402-C2957B536DA34C2CAE62A3E879E3A43E;1.9580;SP;Ribeirão Preto;0.1958;IRU;AT;Aguardando analise
 SP-3543402-0F18C88B26BB4AE5B857BEAF4EA8A68F;433.4159;SP;Ribeirão Preto;43.3416;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-CFA6F6B23B734A0AA0C7EC55F13CA0BB;37.7671;SP;Ribeirão Preto;3.7767;IRU;AT;Aguardando analise
 SP-3543402-5FF02BB4DF6F44FF91DD5D3EF1087F0D;25.9557;SP;Ribeirão Preto;2.5956;IRU;AT;Aguardando analise
 SP-3543402-C7D1A9EC65AF4D37AC77194278B8DB2F;3.8479;SP;Ribeirão Preto;0.3848;IRU;AT;Aguardando analise
 SP-3543402-A46F218F60D64D49BE09B9E4E13A4789;115.3249;SP;Ribeirão Preto;11.5325;IRU;AT;Aguardando analise
 SP-3543402-9229D8F452804D0BB96845CFFE4A428C;418.5411;SP;Ribeirão Preto;41.8541;IRU;AT;Aguardando analise
 SP-3543402-C7FB5F73658247ECAEF94B4BE8DE20B4;53.7879;SP;Ribeirão Preto;5.3788;IRU;AT;Aguardando analise
 SP-3543402-B6865165E3A44AC3B9E5A0F593D60F90;10.6427;SP;Ribeirão Preto;1.0643;IRU;AT;Aguardando analise
 SP-3543402-47153505BBA5435396D7BEF99E30301E;1.4984;SP;Ribeirão Preto;0.1498;IRU;AT;Aguardando analise
 SP-3543402-D5C2CC52E79D40FE81A7C08E612B1681;1.0409;SP;Ribeirão Preto;0.1041;IRU;AT;Aguardando analise
 SP-3543402-E97B2E45CE0F476F80249D11C94688CB;12.8322;SP;Ribeirão Preto;1.2832;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-B5FD67D6979E482CA798DE843BEBFB52;10.9283;SP;Ribeirão Preto;1.0928;IRU;AT;Aguardando analise
 SP-3543402-AA7760A3D3284C768305C0C317E7360D;26.2441;SP;Ribeirão Preto;2.6244;IRU;AT;Aguardando analise
 SP-3543402-152520B6CB8C4938BBB0E75C81FC0225;17.3984;SP;Ribeirão Preto;1.7398;IRU;AT;Aguardando analise
 SP-3543402-4CDE3AB7301448669D6BCE097077CD0E;2.0536;SP;Ribeirão Preto;0.2054;IRU;AT;Aguardando analise
 SP-3543402-123505B4A775406FA129C4DFA1A27112;582.3635;SP;Ribeirão Preto;55.1996;IRU;AT;Aguardando analise
 SP-3543402-F4F8FD64F32943AFB13AB395C4C8349B;14.6240;SP;Ribeirão Preto;1.4624;IRU;AT;Aguardando analise
 SP-3543402-AA384513770F484CBB2F1C84DC17A9F5;248.5052;SP;Ribeirão Preto;24.8395;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-226937A9429241B5AC6FFFCD868CD22C;27.4192;SP;Ribeirão Preto;2.7419;IRU;AT;Aguardando analise
 SP-3543402-787EC9E295484D4F95A385D40DAB8992;37.7274;SP;Ribeirão Preto;3.7727;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-A75E1C8A9F3745629B0092E87E59451F;3.8104;SP;Ribeirão Preto;0.3810;IRU;AT;Aguardando analise
 SP-3543402-F7F5677C2BF34AA4960ABD2FA7A4F5CF;9.8728;SP;Ribeirão Preto;0.9873;IRU;AT;Aguardando analise
 SP-3543402-27C537F655D04813B4785922E00CDBE7;2.3099;SP;Ribeirão Preto;0.2310;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-7ECE7A12B59E4F7BAD805EC2E502B86A;51.3684;SP;Ribeirão Preto;5.1368;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-062779E74BD84001929CF7DADA0B40B5;115.3785;SP;Ribeirão Preto;11.5378;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-EAD81C5999494536B4CF8AF4EBEC00DC;1632.1270;SP;Ribeirão Preto;163.2127;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-1F1F7808BB7942A7AC24E42F391C7A50;478.3302;SP;Ribeirão Preto;47.8330;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-7C0B9A4A6820408B8A4E996485441072;31.2993;SP;Ribeirão Preto;3.1299;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-10DCE70FF14847A3A6CDE7E715ED4208;126.8630;SP;Ribeirão Preto;12.6863;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-55607079D2A442B38AB083495AA6A039;382.6900;SP;Ribeirão Preto;38.1171;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-EF060FEE30C44FDB89DE102EA19D6E60;513.7427;SP;Ribeirão Preto;51.3743;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-630564D296784E36A510D37304A1081D;355.3461;SP;Ribeirão Preto;35.5311;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-5493EF386DAB434AB1D293C818F18B0A;383.2665;SP;Ribeirão Preto;38.3267;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-D5CBA276D2F642258B4B609DBAA45BB5;166.2883;SP;Ribeirão Preto;16.3614;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-FFFB1F2112AC491D838D9B90BCF2605B;182.2052;SP;Ribeirão Preto;18.0849;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-924D84ADAE99401A9294BA5F5FDA1149;5.6765;SP;Ribeirão Preto;0.5676;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-F1003CCE20C14691BD51DDC73DDB6E4D;8.1537;SP;Ribeirão Preto;0.8154;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-FA1529ED184E4487B8E72EE686C9B281;6.3933;SP;Ribeirão Preto;0.6393;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-720193B0161B4A839ECB1DC26CE56A1D;209.8212;SP;Ribeirão Preto;20.3654;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-C3E29E4146D443C3BD3939CE9BA80ECF;43.3355;SP;Ribeirão Preto;4.3335;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-45B136B4BFA64216B2A52495BC5C6942;252.8907;SP;Ribeirão Preto;25.2891;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-99784C6F464B45039479ED398AF04F89;19.7451;SP;Ribeirão Preto;1.9734;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-FDCA9A33F7F645ACA0AA30EA9BC91780;197.8009;SP;Ribeirão Preto;19.7755;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-102DFCCBC4B74C42A9E04B70785259EA;348.9675;SP;Ribeirão Preto;33.5643;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-85DC9A143E9F43289054EFE8BD0EA6CB;29.1573;SP;Ribeirão Preto;2.9157;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-0381059FD0A5487594C09A887A5D2BC8;1547.6245;SP;Ribeirão Preto;154.7617;AST;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-684F1290C16E47FD88B387C429B2804F;532.1489;SP;Ribeirão Preto;53.2149;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-2E574A41BCCE4F9CA4D49333D1C2EE54;211.1064;SP;Ribeirão Preto;21.1106;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-BA7B2D22B32B40B2BADC9E9E912CFC7E;1786.2264;SP;Ribeirão Preto;154.7513;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-0D0BC847A5634014910EE665D6E15F73;105.4739;SP;Ribeirão Preto;10.5157;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-B6856D040252474CAD82AC3CD57EDF09;0.2200;SP;Ribeirão Preto;0.0220;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-33CCD84E3061464F9E1949B254484F51;319.1173;SP;Ribeirão Preto;31.9117;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-88F1021C4AB842D6B9D186C4BE7A9D18;50.2994;SP;Ribeirão Preto;5.0299;IRU;AT;Aguardando análise, não passível de revisão de dados
 SP-3543402-37DC8467EE5F4528A67CBA0753634C36;14.3604;SP;Ribeirão Preto;1.4360;IRU;AT;Aguardando análise, não passível de revisão de dados
(710 rows)

